framenr,kanji,keyword,public,last_edited,story
747,始,"commence",0,2024-05-03 15:07:04,"Many men, before they commence their relationship with the *woman* of their desires, place her on something of a *pedestal* (*{台}*), which often leads to disappointment later on."
748,胎,"womb",0,2024-10-27 12:27:11,"The *body* (*{月}*) part women like to put on a *pedestal* (*{台}*) is the womb."
749,窓,"window",0,2012-06-21 15:06:21,"This is either a love scene or a murder scene that you are seeing through a window.

The love scene: through the window of a *house* (from a distance), you see a pair of *human legs*, then *elbows*, and then some pink *hearts* floating up like in a cartoon.

The murder scene: peering through the window of a *house*, you see a gruesome murder scene. *Human legs*  dangling from a ceiling fan, an *elbow* sticking out of a wall, and a *heart* still beating on the carpet."
750,去,"gone",0,2020-10-27 16:56:56,"""Going, going, GONE!"", said the gravedigger as he shoveled *soil* (*{土}*) onto the body's protruding *elbow* (*{厶}*) (the last bit left to cover)."
751,法,"method",0,2024-12-20 14:16:15,"this kanji shows up in a lot of words related to the legal process.  Try this image: using a very outdated judicial method, the people of Salem dunked accused witches in the *water* (*{氵}*) until they were all *gone* (*{去}*)."
752,会,"meeting",0,2012-06-21 15:07:43,"The only thing created in most meetings is a lot of hot air.  Imagine a *cloud of it rising* to the *roof*."
753,至,"climax",0,2012-06-21 15:08:08,"The climax of the Berlin Wall affair was the tearing of it to ground."
754,室,"room",0,2012-06-21 15:08:33,"You book a room in a love hotel called ""*House  Climax*""."
755,到,"arrival",0,2012-06-21 15:08:46,"Just as we were about to climax her father arrived with a sword."
756,致,"doth",0,2012-08-29 16:24:00,"To reach *{753}* I doth the bidding of my dominatrix *taskmistress*."
757,互,"mutually",0,2012-06-21 15:09:31,"The 69 position allows both parties to mutually give themselves pleasure."
758,棄,"abandon",0,2024-11-26 17:01:54,"Think of a really loud and annoying baby, you want to abandon it but it keeps coming back ... so you take off your *belt* by the buckle, and tie the baby to the top of a *tree* (*{木}*)!"
759,育,"bring up",0,2012-06-21 15:10:38,"#Bringing up# your offspring means raising them from *infant* until they are *meat* ready to be harvested. What, cannibalism is in poor taste? Forget I ever brought it up. But #bring up# will forver be *infant meat* to me. I want my baby back baby back baby back ribs!"
760,撤,"remove",0,2012-06-29 15:57:46,"""Don't lay a *finger* on him,"" a concerned mother says as the state REMOVES her child for *upbringing* by a *taskmaster* foster home."
761,充,"allot",0,2012-06-21 15:11:09,"Scene at the baby factory: Manager: ""Good news! Your *infant* has been allotted *human legs*"". Parent to be: ""Thanks #a lot#!"""
762,銃,"gun",0,2019-06-06 02:46:27,"A *gold* (*{金}*) gun is *allot*ted (*{充}*) to everyone by the US constitution (according to the NRA )."
763,硫,"sulfur",0,2012-06-21 16:26:31,"Sulphur is like a *rock*, but it can stink like a *stream* of *infant* poop."
764,流,"current",0,2012-06-27 16:59:57,"When he was placed in the *water*, the *infant* Moses was sent down the current of the *stream*."
765,允,"license",0,2012-06-27 17:07:29,"In some Asian kung-fu version of James Bond, the main protagonist has a “Licence To Kill” with his deadly *elbows* and *human legs*. His suit is always stained of red blood at the *elbows* and *lower legs* (this to help create an image that distinguish the two elements)."
766,唆,"tempt",0,2016-12-12 08:49:04,"Prostitutes in Amsterdam *mouth* (*{口}*) that they have a *license* (*{允}*) and so make a living for their *taskmaster*."
767,出,"exit",0,2012-06-21 15:12:38,"Suddenly, a *cactus* comes out of the ground with a sign that reads: exit. Now you can leave the desert!
(Note: giving this primitive the meaning 'cactus' can be useful later)"
769,拙,"bungling",0,2020-10-29 10:15:31,"With *fingers* (*{扌}*) fumbling around trying to get the key in the door so he could *exit* (*{出}*), the bungling husband woke his wife as he tried to leave for a rendezvous with his mistress."
770,岩,"boulder",0,2012-06-21 15:13:17,"A *mountain*-sized *stone* is known as a boulder."
771,炭,"charcoal",0,2016-10-22 06:08:40,"Burn enough charcoal and you'll have a *mountain* (*{山}*) of *ashes* (*{灰}*)."
772,岐,"branch off",0,2020-11-13 11:29:24,"On the left, there are three *mountains* (*{山}*). The road #branches off# to each of them. (Note: This kanji is mostly used for *branches* (*{支}*)  in the road)"
773,峠,"mountain pass",0,2012-06-21 15:14:03,"Heisig mentions at kanjiclinic.com that he wishes he'd chosen #mountain pass# for this keyword as it's closer to what the word means. If we do this, the kanji makes complete sense because a #mountain pass# is just *below* the *mountain* *top*."
774,崩,"crumble",0,2012-06-21 15:14:17,"Sam and Frodo were steadfast *companions* even as *Mount Doom* crumbled above them."
775,密,"secrecy",0,2022-03-10 10:01:16,"To maintain secrecy, certain societies *house* (*{宀}*) themselves *invariably* (*{必}*) in the *mountains* (*{山}*)."
776,蜜,"honey",0,2012-06-21 15:15:22,"When I think of honey, I think of a bee hive, which is a HOUSE that INVARIABLY has INSECTS."
777,嵐,"storm",0,2012-06-21 15:15:57,"Storm is a full-blown *wind* that rips the *mountains* off the ground (you see one flying here)."
778,崎,"promontory",0,2012-07-02 14:21:32,"This is “Cape Strange” from {153}, only with *mountain* in place of *soil*. Interestingly, there is also 碕 which is made of the primitives* stone* and *strange*. The three kanji 碕, 埼 and 崎 all have the same meanings and pronunciations. They have very little uses other than names, for which promontory is the clear winner with over 2300 uses in place and people names, while the other two kanji account for less than 200 names."
779,入,"enter",0,2012-06-21 15:16:39,"Pictograph, see book.

* As a primitive, using the image of going through a door, even one that stands alone with the frame and no wall around, helps flesh out the primitive “enter”."
780,込,"crowded",0,2013-11-19 13:20:26,"During a traffic jam it is impossible to get your car to *{779}* the *{277}* as it is crowded with cars.  Think of a grid lock so bad cars are literally scraping up against each other like people on a Japanese train during rush hour."
781,分,"part",0,2012-06-21 16:34:49,"(This kanji also has the meanings of ""understand"" and ""minute"").  It's important to understand that were you to *enter* an hour with a *dagger* and cut it into #parts#, those #parts# would be minutes."
782,貧,"poverty",0,2012-06-24 02:06:07,"In the case of true poverty, only *part* of the problem is not having *money*. There are other components as well, like lack of education, class structuring, etc., but that doesn't really matter. Just remember that the money is only part of it, not the whole."
783,頒,"partition",0,2012-06-24 02:23:39,"The *part* of my *head* where I remember the kanji is in the kanji PARTITION."
784,公,"public",0,2021-01-25 15:53:43,"I always open the doors to the public toilets with my *elbows* (*{厶}*)  because I don't want to touch the door with my hands."
785,松,"pine tree",0,2021-10-05 02:45:40,"Following up with the ""entering public restrooms"" story for the right-hand primitive: *public* (*{公}*) restrooms always reek of #pine *tree*# scented disinfectant."
786,翁,"venerable old man",0,2015-09-19 15:44:43,"The venerable old man is the *public* (*{公}*)figure head of the Native American Village, answering all questions and solving all problems. The higher in rank you get in this tribe, the more *feathers* (*{羽}*) decorate you. Imagine this old man covered in beautiful feathers."
787,訟,"sue",0,2012-06-21 15:18:51,"Take care what *words* you say in *public* lest you be sued."
788,谷,"valley",0,2012-06-21 15:19:01,"This could be seen as a very accurate pictograph of another type of valley:  a valley *mouth* open under the *umbrella* of inner labia, with the outer labia *parted* above.  There are even more connections to be made among the primitive keywords and the visuals, but i will *enter* no further..."
789,浴,"bathe",0,2013-01-11 17:21:37,"This story is quite lascivious, sorry...  Now, imagine you are at a 混浴　（こんよく） [two kanjis we now know] Onsen (温泉), and you are watching a woman bathe.  Just picture the *water* dripping down her cleavage (that *{788}* in between her breasts).  Note: cleavage in Japanese is 谷間."
790,容,"contain",0,2013-01-11 17:21:49,"Imagine a house big enough to contain an entire *{788}*.  You might want to live there.  Now imagine cleaning it. 
Maybe not . . ."
791,溶,"melt",0,2020-10-21 06:32:05,"Think of what happens when the snow on top of the mountains melts: it turns into *water* (*{氵}*) and flows down onto the rooftops of all the *houses* (*{宀}*) in the *valley* (*{谷}*) below."
792,欲,"longing",0,2012-06-21 15:20:13,"Guess what?  Japanese has dirty words too!  (In fact, a lot of them)  A sexual story is NOT inappropriate here, as this kanji is very sexual, such as in 性欲; lust.  As for a story: the *lack* of contact with a woman's *valley* will leave a man LONGING for love."
793,裕,"abundant",0,2012-06-21 15:20:31,"Again using the fact that cleavage in Japanese is called ""*valley* of the chest"": a woman with abundant cleavage tightly wraps up her bosom in a form-fitting *cloak*, but leaving her *valley* exposed. Another unforgettable image  (thank you, thank you, I'll be here all week)."
794,鉛,"lead (metal)",0,2012-06-21 15:21:04,"Lead -> Dental fillings -> Metal that enters the mouth to fill a hole in a tooth"
795,沿,"run alongside",0,2012-06-21 15:21:12,"*Water* in a *gully* #runs alongside# the path."
796,賞,"prize",0,2012-06-21 15:23:07,"You won first PRIZE in a *shell-fish* eating contest.  Unfortunately you spent the whole night in the *outhouse* after."
797,党,"party",1,2012-06-27 17:26:43,"Your home will look like an *outhouse* if you let *teenagers* party there."
798,堂,"hall",0,2012-06-21 15:25:40,"In most communities you will be hauled into city hall if you use the *ground* as an *outhouse*."
799,常,"usual",0,2023-04-26 04:48:59,"It's usual to take your *towel* (*{巾}*) with your when you go to the *outhouse* at the onsen (hot springs bath in Japan) so everybody doesn't see your stuff."
800,裳,"skirt",0,2017-03-11 03:12:50,"Compared to pants, a SKIRT is the *garment* (*{衣}*) to be wearing when you want to use one of those Japanese toilets. It makes it so much easier: you just walk in the *OUTHOUSE* hike it up, and do your business."
801,掌,"manipulate",0,2012-06-21 16:38:34,"If you're going to manipulate your body with your *hand*, then go do it in an *outhouse*, at least!"
802,皮,"pelt",0,2012-06-22 14:44:44,"Davy Crocket used to hang his coon-skin #pelt# on a *branch* that had grown out over the edge of a *cliff*"
803,波,"waves",0,2016-10-13 01:48:36,"waves are the *water*'s *pelt* (*{皮}*) (skin)."
804,婆,"old woman",0,2020-07-28 05:58:49,"An #old woman# is seen here as *waves* (*{波}*) on a *woman* (*{女}*) (i.e. wrinkles, creases)."
805,披,"expose",0,2012-06-22 14:46:37,"You pass your *fingers* through holes in a *pelt* to expose them. The sense of the kanji here is to reveal something that was hidden, to make known, to open your heart (thus revealing it, exposing it to others), express your opinion, etc."
806,破,"rend",0,2021-03-19 05:34:11,"Before the invention of scissors or knives, sharp *stones* (*{石}*) were used to REND *pelt*s (*{皮}*), so that caveman designers could complete new styles for the upcoming year."
807,被,"incur",0,2019-10-10 07:33:29,"If you wear a *coat* {衤} of fur (*pelt* {皮}) you are sure to incur the wrath of animal rights extremists."
808,残,"remainder",0,2012-06-22 14:48:23,"The remainder of the *bones* have been thrown from the *float* (for the dogs maybe, at the end of the parade)."
809,殉,"martyrdom",0,2012-06-22 14:48:49,"Think of the early Christian martyrs who suffered martyrdom because of their faith. See them held in cells for 10 days (a decameron) before being fed to the lions. They appear before the chanting Roman crowds as *bones* to be devoured. Think of what was leftover after the lions finished them off....nothing, not even a pile of *bones* to bury."
810,殊,"particularly",0,2020-11-17 03:22:19,"A T-*bone* (*{歹}*) steak is *vermillion* (*{朱}*) - particularly if served rare."
811,殖,"augment",0,2012-08-28 13:27:36,"Tired of nights all alone? Want to get *boned straightaway*? augment your breasts and all your troubles will be solved!"
812,列,"file",0,2012-06-22 14:50:22,"A file of skeletal (*bone*) warriors, all armed with *sabres*."
813,裂,"split",0,2012-06-23 10:09:06,"They tried issuing the *skeleton warriors* with proper *garments* to wear, but they kept getting split by the sharp *bones* or by their *sabres*. In the end, it was decided they look scarier naked anyway."
814,烈,"ardent",0,2012-06-23 10:09:58,"Ardent followers (skeleton army), {812}, would *file* over *hot coals* for their master."
815,死,"death",1,2016-11-24 08:50:57,"Imagine *one* grim reaper (the bringer of death), carrying human *bones* shaped like a *spoon* instead of a scythe."
816,葬,"interment",0,2012-06-23 10:11:40,"During the interment ceremony, the grandchildren placed *flowers* over the *dead* body while the widow sat praying with *two hands*."
817,瞬,"wink",0,2012-06-23 10:12:15,"[#tacky wink#: タヰ tawi - タ is katakana ta, ヰ is also the obsolete katakana wi, a bit like how winking in Japan is a bit tacky]

Winking with one eye open, the other doing the *tacky wink* at the people in the *birdhouse*."
818,耳,"ear",0,2012-06-23 10:12:42,"Deaf people use their ears as *eyes*. For them, an ear is just a modified *eye*."
819,取,"take",0,2012-06-23 10:13:31,"You put your *ear* next to a woman's *crotch* ... and, somehow, from it you hear the words ""Take me ...""."
820,趣,"gist",0,2023-07-18 18:22:15,"The gist of it is this: We *run* (*{走}*) after we *take* (*{取}*) the loot!"
821,最,"utmost",0,2012-06-27 18:02:56,"TAKE the UTMOST care when you *sun* bathe all *day*, or you'll get burned from your *ears* to your *crotch*."
822,撮,"snapshot",0,2020-10-11 15:51:45,"Take the *utmost* (*{最}*) care that you don't have your *finger* (*{扌}*) in the way when you take a snapshot."
823,恥,"shame",0,2012-06-23 10:14:38,"Vincent Van Gogh's greatest shame was cutting off his *ear* to win the *heart* of a woman."
824,職,"post",0,2022-10-14 18:11:35,"Worst post in history: quality checker at the kazoo factory. Imagine your *ears* (*{耳}*) having to put up with the *uproar* (*{戠}*)!"
825,聖,"holy",0,2014-08-27 06:56:17,"The trick for me is to remember that the 耳 is to the left of the 口. However, this is easy because a true holy man uses his *{818}* to listen (i.e., to God or his supplicant) before he opens his *{11}* to speak, unlike a charlatan who just makes something up. Of course, the *{255}* is often a true holy man or prophet (e.g., King David in the bible)."
826,敢,"daring",0,2012-06-25 17:42:47,"Only a truly #daring# Japanese student would wear a *spike* in his *ear* under the gaze of the Japanese teacher *taskmasters*!"
827,聴,"listen",0,2013-11-14 13:07:11,"I promise to use my *ear* to do nothing but listen ... stick a *needle* in my *eye*, cross my *{595}* and hope to die! (Intentionally said backwards to get the order of the primitives correct)"
828,懐,"pocket",0,2012-06-25 17:43:42,"(re: taijuando) When you are in New York City you have to be alert, i.e. in the ""New York *State of Mind*"": you need *ten* *eyes* to make sure no one will go through your *garments* and pick your pockets"
829,慢,"ridicule",0,2012-06-25 17:44:47,"He' s often ridiculed for his *state of mind* of all *day*  having his *eye* on *crotches*."
830,漫,"loose",0,2012-06-25 17:45:14,"Staring at *mandalas* is a tool in meditation to #loosen-up# the mind and body, allowing the energy to flow like *water*."
831,買,"buy",0,2012-07-11 16:39:47,"When something catches my *eye*, I take out a few *clams* and buy it before anybody else does."
832,置,"placement",0,2020-10-25 12:00:33,"Working in retail you learn the placement of any item should be at *eye* (*{罒}*) level so it's seen *straightaway* (*{直}*)."
833,罰,"penalty",0,2012-06-29 16:01:36,"The greatest penalty in Japan: you close your *eye*, say your last *words*, put the *sabre* in and commit Seppuku."
834,寧,"rather",0,2012-11-26 17:29:03,"I'd rather die peacefully in my *house* from a *heart* attack than from a *spike* in my *eye*."
835,濁,"voiced",0,2012-06-29 16:02:36,"Pour *water* over the *eyes* of a *bound up* *insect* if you want to hear a pitiful buzz that is very similar to a voiced consonant."
836,環,"ring",0,2012-07-07 16:36:56,"In conjunction with {837}.......

When I tried to give her the *jewel* ring, she *eyed* me, threw it to the *floor*, opened her *mouth *and tried to speak, she said nothing. She grabbed her *shawl* and left."
837,還,"send back",0,2024-11-14 14:45:15,"You've probably guessed it by now, this is the *road* (⻌) that Sam and Frodo take to send back the *ring* to Mount Doom! (see {環}, the *jewel* is replaced by the *road*)"
838,夫,"husband",0,2012-07-07 16:37:26,"Even though it is argued size is not important, I'm sure most women would like their husband to have a *big one*."
839,扶,"aid",0,2012-07-07 16:37:52,"A *husband* doesn't lift a *finger* to aid his partner."
840,渓,"mountain stream",0,2020-11-01 16:52:56,"The *water* (*{氵}*) from the mountain stream saved the *husband* (*{夫}*) from thirst, dehydration and *vultures* (*{爫}*)."
841,規,"standard",0,2012-07-07 16:39:07,"In the male-dominated world of yesterday, the *husband*'s way of *seeing* things was considered the standard point of view. Women who dared to disagree were frowned upon."
842,替,"exchange",0,2012-07-07 16:39:27,"A show like ""Trading Spouses"" called ""exchanging husbands"" where 2 husbands are exchanged for a day."
843,賛,"approve",0,2024-03-21 17:00:36,"Out of two potential *husbands* (*{夫}*), which would you approve of? Well, the one with *shells* (money) of course!!!"
844,潜,"submerge",0,2020-11-29 17:49:54,"When a submarine or similar vessel  submerges, an *exchange* (*{替}*) of air for *water* (*{氵}*) takes place in special compartments."
845,失,"lose",0,2024-03-21 17:01:18,"The *drop* (*{丶}*) falling here is the *husband's* (*{夫}*) toupee... he's already #lost# his hair once, now he's #losing# it again. Such is life, I suppose."
846,鉄,"iron",0,2021-02-04 05:42:04,"Iron is a* metal *(*{金}*) that  gradually becomes *lost* (*{失}*) due to oxidation and rust."
847,迭,"alternate",0,2012-07-14 16:47:59,"When you get *lost*, you just take an alternate road to get back on track."
848,臣,"retainer",0,2012-07-07 16:40:59,"Its a pictograph of a teeth with a retainer in the middle"
849,姫,"princess",0,2012-07-07 16:41:26,"Princess Leia becomes Jabba's slave (“princess Leia is a woman slave”)."
850,蔵,"storehouse",0,2015-06-13 16:29:42,"The #storehouse# is *overgrown* (*{茂}*) with *slaves*.   The *slaves* are to be sold in the store, to differentiate from a warehouse, which doesn't have the word ""store"" in it."
851,臓,"entrails",0,2015-08-21 06:37:11,"Your *body* is like a *storehouse* (*{蔵}*) for your entrails."
852,賢,"intelligent",0,2012-08-02 15:47:06,"An intelligent man is neither *slave* to his *crotch* nor to *money*. But an intelligent slave will know how to use his/her crotch to make money."
853,堅,"strict",0,2012-07-07 16:42:35,"The strict parent thinks adolescent kids are ""*slaves* to their *crotch*"" (= can't control their hormones), so he *grounds* them. Permanently!"
854,臨,"look to",0,2012-07-07 16:43:04,"You better look to your *slave*, he was last seen *reclin*ing on the *goods* he's supposed to be loading"
855,覧,"perusal",0,2012-07-19 16:00:40,"The *slave* *reclines* on the floor at night to watch the stars. Since that's the *one* thing the slave is allowed to *watch*, he does so very thoroughly and diligently; hence perusal."
856,巨,"gigantic",0,2012-07-07 16:43:49,"The letter E, with a GIGANTIC middle stroke."
857,拒,"repel",0,2012-07-07 16:43:57,"Having *gigantic* *fingers* is useful to repel insects.  You can swat them away a lot easier!"
858,力,"power",0,2012-07-07 16:44:13,"I have a very powerful *muscle カ* in my driveway!"
859,男,"man",0,2012-07-11 16:40:38,"Male is seen here as muscles working in the field, in other words working in the rice fields  is the work of the male who are usually stronger. This is more or less the meaning of the original Chinese character."
860,労,"labour",0,2012-07-07 16:44:49,"Those jocks who always tried to show their muscles in the schoolhouse are now the ones out there doing manual #labour# jobs while we sit here and learn Japanese.  Ha!"
861,募,"recruit",0,2012-07-07 16:45:28,"The necromancer hangs out at the local *graveyard* and uses his dark *powers* to recruit an army of undead. Emphasize the verb form to keep distinct from the noun {1173}."
862,劣,"inferiority",0,2012-07-07 16:45:41,"I have an inferiority complex because I have *fewer* *muscles* than everyone else at the gym. They all look like *Macho Man Randy Savage* (power) to me."
863,功,"achievement",0,2012-07-07 16:45:53,"The great #achievement#s of humankind, were *crafts* completed by *muscle power*: the pyramids, the Eiffel tower, etc."
864,勧,"persuade",0,2022-09-16 16:46:06,"mnemonic ""*pegasus* #persuasion# *power* (*{力}*)"". I think of the hippogriff from Harry Potter as being like a *pegasus*. To befriend a hippogriff, you have to persuade it you mean no harm, you can do this if you have ""*pegasus* #persuasion# *power*"""
865,努,"toil",0,2012-07-07 16:46:19,"Guy + Power:

To reach a position of power in the company, the average guy has to toil very hard for many years."
866,励,"encourage",0,2018-06-28 15:49:51,"*Ten thousand* (*{万}*) Persians are at the base of the *cliff*, but the leader of the 300 Spartans just flexes his huge *muscles* and encourages his men by shouting that they have the *power* (*{力}*) to fight them all."
867,加,"add",0,2012-07-07 16:46:53,"If you eat anymore, you will be adding more カロries. (katakana karo)"
868,賀,"congratulations",0,2024-03-14 17:10:29,"When someone at work gets married, you pass around an envelope to which you *add* (*{加}*) some *money* (*{貝}*) and a card which you sign with your congratulations"
869,架,"erect",0,2012-07-11 16:47:15,"Powerful mouth makes ""tree"" stand erect, hmm what does that mean?"
870,脇,"armpit",0,2012-07-07 16:47:40,"What *part of the body* has a *very, very, very powerful* smell? The armpit, of course!"
871,脅,"threaten",0,2012-07-08 04:22:58,"Compare the primitive positions of {870} and {871}. When your *triceps* rest alongside your *body*, they fit snugly against your #armpit#. When you hold them above your *body*, however, your posture becomes quite threatening."
872,協,"co-",0,2012-07-08 04:23:16,"The nurse says : “If you co-operate, that *needle* (syringe) in your *triceps* won't hurt”. Note: both co- and cooperate are meanings for this kanji."
873,行,"going",0,2012-07-08 04:23:58,"for those who need a mnemonic in order not to forget how to write this kanji, think of katakana イテ *ite* (here the イeven gets a dot): *ite* in Latin means *go*!
 +++ 
As for the primitive: I'll use *i* as in *iTunes* or *#i#tinerary*"
874,律,"rhythm",0,2012-07-08 04:24:20,"Picture a school of studious calligraphers. All their *brushes* are moving up and down the *columns* at the same time, in beautiful rhythm."
875,復,"restore",0,2020-10-28 17:52:55,"Before *going* (*{彳}*) all the way to the Boss in a Final Fantasy game, you should probably *double back* (*{复}*) to save at a restore point."
876,得,"gain",0,2012-07-11 16:54:45,"To gain more knowledge of what's going on in the world I'm reading *column* after *column* of articles in the newspapers, and it takes so long it's *nightbreak* and I'm still *glued* to it."
877,従,"accompany",0,2012-07-08 04:28:08,"I'm *going* to accompany the *horny* girl to her room so I can ""*mend*"" her."
878,徒,"junior",0,2012-07-08 04:28:44,"The junior employee is always *going* around  here and there, *running* for his superiors."
879,待,"wait",0,2012-07-08 04:28:59,"A *line* queued up outside the *Buddhist temple*, #waiting# to see the shrine on New Year's Day."
880,往,"journey",0,2021-04-26 04:51:54,"In Medieval Japan, *going* (*{行}*) to see your *lord* (*{主}*) was often a long journey."
881,征,"subjugate",0,2012-07-14 17:01:43,"To subjugate is to *go* and *correct* someone until they behave one hundred percent correctly."
882,径,"diameter",0,2012-07-08 10:38:20,"Scientists recently measured the diameter of Earth by drilling a deep hole and dropping a *line* of thread off a humongous *spool* until it got to the other side."
883,彼,"he",0,2012-07-08 10:38:43,"Wherever he *goes* // he wears *pelt* clothes."
884,役,"duty",0,2012-07-08 10:39:21,"The American from Dr. Strangelove was so devoted to duty that he *went* with his *missile*."
885,徳,"benevolence",0,2017-09-06 04:03:33,"hearkening back to the kanji for *listen* (*{聴}*) ...  Benevolence  is being willing to *go* the distance to be a good *listen*er (*{聴}*)."
886,徹,"penetrate",0,2012-07-08 10:40:17,"The *taskmistress* in a moment of weakness allowed the man's *column* to penetrate her.  As punishment he was made to *bring up* their infant."
887,徴,"indications",0,2012-07-08 10:40:44,"If you see a *column* of *kings* being marched up the *mountain* under a *taskmaster*'s whip... indications are, there has been a coup."
888,懲,"penal",0,2016-06-14 09:53:47,"Penal servitude is served until *indications* (*{徴}*) show that one has had a change of *heart* (learned one's lesson). Easily confused with {刑} and {罰}. Concentrate on the reasons behind the penal system (""changing people's hearts"" here), instead of the penalty itself or the punishment (revenge) aspect. It may help to note that there's no sword, but a heart :-) (Note: 懲りる = learn from one's bad experiences)"
889,微,"delicate",0,2021-02-26 03:23:17,"We're *going* (*{彳}*) up the *mountain* (*{山}*) announces the *taskmaster* (*{攵}*). Anyone with *legs* (*{儿}*) too delicate must stay behind"
890,街,"boulevard",0,2012-07-15 10:05:36,"The boulevard of boulevards, the *Champs Elysées*, with the Arc de Triomphe covered in *ivy* to give the champions a heroes' welcome."
891,衡,"equilibrium",0,2012-07-08 10:43:17,"[*boulevard*... *bound up*... *rice field*... *large*...]

imagine a *fish* walking a *boulevard* trying to maintain equilibrium having had its fins cut off and replaced by a *st. bernard*"
892,稿,"draft",0,2016-10-22 06:09:15,"Aliens often draft their plans for invasion by cutting crop circles among the  *wheat* that is *tall* (*{高}*)."
893,稼,"earnings",0,2015-05-10 08:19:08,"Your #earnings# allow you to bring your daily bread (made of *wheat*, naturally) *house*."
894,程,"extent",0,2014-12-15 08:12:00,"The extent to which some people will go to create a '*wheat*-based *display* (*{呈}*)', or as some call them 'crop circles', is truly amazing."
895,税,"tax",0,2012-07-08 10:45:38,"Nobody likes the tax man, so here it is only fitting that the person who comes over to take some of your *wheat* is depicted here as a *devil*. Keep in mind that in feudal societies there was no kind of money to speak of, so taxes were paid by serfs in *wheat* to the *devils* who came over to keep them poor."
896,稚,"immature",0,2012-07-12 14:34:38,"*Wheat* is used to stuff #immature# *turkeys* to make them look bigger."
897,和,"harmony",0,2012-07-08 10:46:17,"The first step to harmony is having enough *wheat* to feed every *mouth* in the world.  Once we are all fed it is easier to get a long in harmony."
898,移,"shift",0,2012-07-08 10:46:36,"Picture the WHEAT field, filled with MANY, MANY stalks of WHEAT. Notice how they SHIFT like waves in the slightest breeze.  When you hear SHIFT, just picture that scene."
899,秒,"second",0,2012-07-08 10:47:05,"An hourglass filled with *wheat* counts time.  A *few* seeds of *wheat* drop every second."
900,秋,"autumn",0,2012-07-08 10:47:56,"in autumn, the *wheat* looks the colour of *fire*, meaning it's time to harvest it."
901,愁,"distress",0,2016-11-05 16:19:27,"In *autumn* (*{秋}*), the farmer's *heart* (*{心}*) is in distress for his crops. If his *wheat* catches *fire* (*{火}*), the farmer will feel distress in his *heart*."
902,私,"private",0,2020-10-27 14:19:54,"A joke as bad as ""*wheat* (*{禾}*) ashi wa"" deserves an *elbow* (*{厶}*) in the private parts."
903,秩,"regularity",0,2015-06-13 16:24:54,"Eating plenty of *wheat* will improve regularity and help you *lose* (*{失}*) weight."
904,秘,"secret",0,2014-07-18 17:24:59,"The prize at the bottom of a *cereal* box is *{635}* a secret decoder ring."
905,称,"appellation",0,2020-10-03 14:14:18,"*wheat* that is *reclining* and *little* can't get the appellation ""quality wheat"". [Also *{尓}* is THOU]"
906,利,"profit",0,2021-04-03 16:00:35,"1. Steal a bunch of *wheat* (*{禾}*) from a wheat field by cutting it down with your *sabre* (*{刂}*).     2. ?????     3. Profit!"
907,梨,"pear tree",0,2016-11-30 05:13:34,"The Japanese pear tree is the *tree* (*{木}*) that generates the most *profit* (*{利}*) in the world, because it produces its fruit in pairs [sorry for the awful pun]."
908,穫,"harvest",0,2012-07-08 11:37:03,"The harvest of genetically modified crops is taken onboard the Greenpeace vessel (see the *flower vessel* in {700})."
909,穂,"ear of a plant",0,2023-04-20 03:52:12,"The pilgrims only had *wheat* (*{禾}*), so they asked the Indians to do them a *favor* (*{恵}*) and trade them for some #ears# of corn."
910,稲,"rice plant",0,2023-04-20 03:51:04,"The rice plant is common in Japan because all the *wheat* (*{禾}*) was eaten by *vultures* (*{爫}*) in the *olden times* (*{旧}*)."
911,香,"incense",0,2023-04-20 03:51:13,"When *wheat* (*{禾}*) burns under the *sun* a smell of incense remains in the air."
912,季,"seasons",0,2023-04-20 03:51:24,"There's a season for planting *wheat* (*{禾}*) and there's mating season for having a *{子}*."
913,委,"committee",0,2023-04-20 03:51:33,"Female WHEAT (*{禾}*) farmers decide to create a COMMITTEE, which they fittingly name “The WHEAT WOMEN COMMITTEE.”"
914,秀,"excel",0,2020-11-10 02:37:29,"You spend three hours putting all of your *wheat* (*{禾}*) sale transaction records into #Microsoft Excel#, when suddenly it crashes, so you put your *fist* (*{乃}*) through the monitor."
915,透,"transparent",0,2017-01-30 17:33:46,"If you *excel* (*{秀}*) in the *Mario Kart road*, your movements are saved and you can race against yourself as a transparent racer.

 http://www.youtube.com/watch?v=Xe8CkcrL-k4"
916,誘,"entice",0,2012-07-08 11:42:18,"*Word* and *Excel* somehow manage to entice people to use them, despite their plethora of bugs."
917,穀,"cereals",0,2012-07-08 11:42:44,"there are different cereals in different parts of the world.  Japan has *samurai* cereal.  Great Britain has *Crowned Wheat* ... the United States and Russia have *Missile* cereals"
918,菌,"germ",0,2012-08-14 17:39:25,"If you *pent in* the *wheat*, it'll turn into wheat germ and sprout *flowers*."
919,米,"rice",0,2012-07-08 17:00:02,"Stroke order: I like to think of the first two strokes as “chop sticks” with which one eats the rice. The rest then is the “tree” meaning “plant” in this context. (Also means America)."
920,粉,"flour",0,2012-07-08 11:43:56,"Parts of parts of parts of parts of rice... is #flour#.  (Image: geishas patting their face with RICE flour to make it white. Not wheat flour...)"
921,粘,"sticky",0,2012-07-10 03:58:06,"Throw sticky *rice* against the wall, and look for the message in whatever sticks. That's *fortune telling*."
